TradeDate,ATM_IV_5_40D,ATM_IV_10_40D,ATM_IV_30_40D
19890119,        ,0.060521,0.091731
19890120,        ,0.061638,0.088956
19890123,        ,0.061091,0.088869
19890124,        ,0.060911,0.087539
19890125,        ,0.059035,0.083352
19890126,        ,0.059895,0.085707
19890127,        ,0.057485,0.081765
19890130,        ,0.05921 ,0.087837
19890131,        ,0.061239,0.08924 
19890201,        ,0.060022,0.088902
19890202,        ,0.058835,0.090155
19890203,        ,0.055048,0.084321
19890206,        ,0.056539,0.081674
19890207,        ,0.057436,0.081393
19890208,        ,0.057222,0.078481
19890209,        ,0.061435,0.086002
19890210,        ,0.057367,0.083421
19890213,        ,0.059068,0.094912
19890214,        ,0.061928,0.091806
19890215,        ,0.060832,0.085482
19890216,        ,0.0553  ,0.083924
19890217,        ,        ,        
19890221,        ,        ,        
19890222,        ,        ,        
19890223,        ,        ,        
19890224,        ,        ,        
19890227,        ,        ,        
19890228,        ,        ,        
19890301,        ,        ,        
19890302,        ,        ,        
19890303,        ,        ,        
19890306,        ,        ,        
19890307,        ,        ,        
19890308,        ,        ,        
19890309,        ,        ,        
19890310,        ,        ,        
19890313,        ,        ,        
19890314,        ,        ,        
19890315,        ,        ,        
19890316,        ,        ,        
19890317,        ,        ,        
19890320,        ,        ,        
19890321,        ,        ,        
19890322,        ,        ,        
19890323,        ,        ,        
19890327,        ,        ,        
19890328,        ,        ,        
19890329,        ,        ,        
19890330,        ,        ,        
19890331,        ,        ,        
19890403,        ,        ,        
19890404,        ,        ,        
19890405,        ,        ,        
19890406,        ,        ,        
19890407,        ,        ,        
19890410,        ,        ,        
19890411,        ,        ,        
19890412,        ,        ,        
19890413,        ,        ,        
19890414,        ,        ,        
19890417,        ,0.061074,0.083758
19890418,        ,0.057715,0.077638
19890419,        ,0.058143,0.078695
19890420,        ,0.060658,0.083057
19890421,        ,0.057878,0.078001
19890424,        ,0.060493,0.080568
19890425,        ,0.058891,0.080376
19890426,        ,0.058337,0.077196
19890427,        ,0.058115,0.077394
19890428,        ,0.057659,0.075711
19890501,        ,0.059402,0.080249
19890502,        ,0.058938,0.077349
19890503,        ,0.060501,0.081122
19890504,        ,0.063076,0.089369
19890505,        ,0.059374,0.079317
19890508,        ,0.063016,0.082352
19890509,        ,0.060533,0.08756 
19890510,        ,0.06024 ,0.089444
19890511,        ,0.059308,0.085902
19890512,        ,0.056223,0.078377
19890515,        ,0.059063,0.081327
19890516,        ,0.05967 ,0.078602
19890517,        ,0.058774,0.079844
19890518,        ,0.039357,0.05926 
19890519,        ,        ,        
19890522,        ,        ,        
19890523,        ,        ,        
19890524,        ,        ,        
19890525,        ,        ,        
19890526,        ,        ,        
19890530,        ,        ,        
19890531,        ,        ,        
19890601,        ,        ,        
19890602,        ,        ,        
19890605,        ,        ,        
19890606,        ,        ,        
19890607,        ,        ,        
19890608,        ,        ,        
19890609,        ,        ,        
19890612,        ,        ,        
19890613,        ,        ,        
19890614,        ,        ,        
19890615,        ,        ,        
19890616,        ,        ,        
19890619,        ,        ,        
19890620,        ,        ,        
19890621,        ,        ,        
19890622,        ,        ,        
19890623,        ,        ,        
19890626,        ,        ,        
19890627,        ,        ,        
19890628,        ,        ,        
19890629,        ,        ,        
19890630,        ,        ,        
19890703,        ,        ,        
19890705,        ,        ,        
19890706,        ,        ,        
19890707,        ,        ,        
19890710,        ,        ,        
19890711,        ,        ,        
19890712,        ,        ,        
19890713,        ,        ,        
19890714,        ,        ,        
19890717,        ,0.06492 ,0.084799
19890718,        ,0.063126,0.080829
19890719,        ,0.059022,0.075588
19890720,        ,0.060607,0.076501
19890721,        ,0.057728,0.074432
19890724,        ,0.05844 ,0.07655 
19890725,        ,0.056075,0.072557
19890726,        ,0.057283,0.074693
19890727,        ,0.057563,0.077588
19890728,        ,0.063992,0.080538
19890731,        ,0.067346,0.083524
19890801,        ,0.069243,0.087592
19890802,        ,0.070558,0.083912
19890803,        ,0.069974,0.086007
19890804,        ,0.059592,0.075229
19890807,        ,0.061244,0.080575
19890808,        ,0.065591,0.0877  
19890809,        ,0.067254,0.083515
19890810,        ,0.06708 ,0.084594
19890811,        ,0.063975,0.085508
19890814,        ,0.070432,0.085335
19890815,        ,0.06194 ,0.082121
19890816,        ,0.063522,0.085184
19890817,        ,0.062089,0.079352
19890818,        ,        ,        
19890821,        ,        ,        
19890822,        ,        ,        
19890823,        ,        ,        
19890824,        ,        ,        
19890825,        ,        ,        
19890828,        ,        ,        
19890829,        ,        ,        
19890830,        ,        ,        
19890831,        ,        ,        
19890901,        ,        ,        
19890905,        ,        ,        
19890906,        ,        ,        
19890907,        ,        ,        
19890908,        ,        ,        
19890911,        ,        ,        
19890912,        ,        ,        
19890913,        ,        ,        
19890914,        ,        ,        
19890915,        ,        ,        
19890918,        ,        ,        
19890919,        ,        ,        
19890920,        ,        ,        
19890921,        ,        ,        
19890922,        ,        ,        
19890925,        ,        ,        
19890926,        ,        ,        
19890927,        ,        ,        
19890928,        ,        ,        
19890929,        ,        ,        
19891002,        ,        ,        
19891003,        ,        ,        
19891004,        ,        ,        
19891005,        ,        ,        
19891006,        ,        ,        
19891009,        ,        ,        
19891010,        ,        ,        
19891011,        ,        ,        
19891012,        ,        ,        
19891013,        ,        ,        
19891016,        ,0.0773  ,0.095059
19891017,        ,0.071271,0.09077 
19891018,        ,0.069001,0.089856
19891019,        ,0.067341,0.085213
19891020,        ,0.065302,0.080574
19891023,        ,0.063252,0.081982
19891024,        ,0.066077,0.083625
19891025,        ,0.063549,0.081245
19891026,        ,0.063537,0.080666
19891027,        ,0.064972,0.082701
19891030,        ,0.062215,0.084787
19891031,        ,0.063096,0.080599
19891101,        ,0.061348,0.081452
19891102,        ,0.064189,0.083298
19891103,        ,0.056225,0.073114
19891106,        ,0.058078,0.079183
19891107,        ,0.058575,0.08039 
19891108,        ,0.059927,0.078538
19891109,        ,0.055349,0.075351
19891110,        ,0.052831,0.072176
19891113,        ,0.058955,0.078653
19891114,        ,0.057599,0.075908
19891115,        ,0.051899,0.064676
19891116,        ,0.044572,0.057085
19891117,        ,        ,        
19891120,        ,        ,        
19891121,        ,        ,        
19891122,        ,        ,        
19891124,        ,        ,        
19891127,        ,        ,        
19891128,        ,        ,        
19891129,        ,        ,        
19891130,        ,        ,        
19891201,        ,        ,        
19891204,        ,        ,        
19891205,        ,        ,        
19891206,        ,        ,        
19891207,        ,        ,        
19891208,        ,        ,        
19891211,        ,        ,        
19891212,        ,        ,        
19891213,        ,        ,        
19891214,        ,        ,        
19891215,        ,        ,        
19891218,        ,        ,        
19891219,        ,        ,        
19891220,        ,        ,        
19891221,        ,        ,        
19891222,        ,        ,        
19891226,        ,        ,        
19891227,        ,        ,        
19891228,        ,        ,        
19891229,        ,        ,        
19900102,        ,        ,        
19900103,        ,        ,        
19900104,        ,        ,        
19900105,        ,        ,        
19900108,        ,        ,        
19900109,        ,        ,        
19900110,        ,        ,        
19900111,        ,        ,        
19900112,        ,        ,        
19900115,        ,0.054021,0.071705
19900116,        ,0.058114,0.072197
19900117,        ,0.054683,0.071838
19900118,        ,0.058667,0.078536
19900119,        ,0.054746,0.071922
19900122,        ,0.055906,0.071796
19900123,        ,0.055688,0.072507
19900124,        ,0.064478,0.082683
19900125,        ,0.062105,0.084097
19900126,        ,0.06654 ,0.092395
19900129,        ,0.064724,0.084544
19900130,        ,0.068024,0.091846
19900131,        ,0.063893,0.082027
19900201,        ,0.061466,0.083128
19900202,        ,0.061871,0.078419
19900205,        ,0.061732,0.085489
19900206,        ,0.066212,0.091039
19900207,        ,0.06516 ,0.091122
19900208,        ,0.06473 ,0.08275 
19900209,        ,0.054183,0.078999
19900212,        ,0.055942,0.077331
19900213,        ,0.052638,0.073446
19900214,        ,0.051718,0.071498
19900215,        ,0.045585,0.05426 
19900216,        ,        ,        
19900220,        ,        ,        
19900221,        ,        ,        
19900222,        ,        ,        
19900223,        ,        ,        
19900226,        ,        ,        
19900227,        ,        ,        
19900228,        ,        ,        
19900301,        ,        ,        
19900302,        ,        ,        
19900305,        ,        ,        
19900306,        ,        ,        
19900307,        ,        ,        
19900308,        ,        ,        
19900309,        ,        ,        
19900312,        ,        ,        
19900313,        ,        ,        
19900314,        ,        ,        
19900315,        ,        ,        
19900316,        ,        ,        
19900319,        ,        ,        
19900320,        ,        ,        
19900321,        ,        ,        
19900322,        ,        ,        
19900323,        ,        ,        
19900326,        ,        ,        
19900327,        ,        ,        
19900328,        ,        ,        
19900329,        ,        ,        
19900330,        ,        ,        
19900402,        ,        ,        
19900403,        ,        ,        
19900404,        ,        ,        
19900405,        ,        ,        
19900406,        ,        ,        
19900409,        ,        ,        
19900410,        ,        ,        
19900411,        ,        ,        
19900412,        ,        ,        
19900416,        ,0.059023,0.087816
19900417,        ,0.060739,0.086743
19900418,        ,0.063445,0.09085 
19900419,        ,0.06351 ,0.08953 
19900420,        ,0.064794,0.087259
19900423,        ,0.062223,0.089126
19900424,        ,0.060771,0.08767 
19900425,        ,0.060389,0.086526
19900426,        ,0.062181,0.08908 
19900427,        ,0.060267,0.089469
19900430,        ,0.060703,0.090713
19900501,        ,0.060701,0.085848
19900502,        ,0.059336,0.086642
19900503,        ,0.058035,0.086135
19900504,        ,0.065293,0.092213
19900507,        ,0.06831 ,0.091498
19900508,        ,0.066283,0.090194
19900509,        ,0.064823,0.092185
19900510,        ,0.064986,0.092001
19900511,        ,0.058245,0.078291
19900514,        ,0.064247,0.093462
19900515,        ,0.058047,0.08284 
19900516,        ,0.054245,0.072176
19900517,        ,0.045883,0.060216
19900518,        ,        ,        
19900521,        ,        ,        
19900522,        ,        ,        
19900523,        ,        ,        
19900524,        ,        ,        
19900525,        ,        ,        
19900529,        ,        ,        
19900530,        ,        ,        
19900531,        ,        ,        
19900601,        ,        ,        
19900604,        ,        ,        
19900605,        ,        ,        
19900606,        ,        ,        
19900607,        ,        ,        
19900608,        ,        ,        
19900611,        ,        ,        
19900612,        ,        ,        
19900613,        ,        ,        
19900614,        ,        ,        
19900615,        ,        ,        
19900618,        ,        ,        
19900619,        ,        ,        
19900620,        ,        ,        
19900621,        ,        ,        
19900622,        ,        ,        
19900625,        ,        ,        
19900626,        ,        ,        
19900627,        ,        ,        
19900628,        ,        ,        
19900629,        ,        ,        
19900702,        ,        ,        
19900703,        ,        ,        
19900705,        ,        ,        
19900706,        ,        ,        
19900709,        ,        ,        
19900710,        ,        ,        
19900711,        ,        ,        
19900712,        ,        ,        
19900713,        ,        ,        
19900716,0.041544,0.062186,0.084771
19900717,0.040798,0.061752,0.084603
19900718,0.041455,0.064517,0.084886
19900719,0.038505,0.061364,0.085674
19900720,0.039275,0.062369,0.08645 
19900723,0.040646,0.066395,0.097547
19900724,0.040097,0.066671,0.094024
19900725,0.041199,0.065245,0.093281
19900726,0.041445,0.065214,0.091672
19900727,0.039567,0.06427 ,0.089082
19900730,0.040488,0.064827,0.090702
19900731,0.04216 ,0.0658  ,0.091332
19900801,0.043452,0.067978,0.095232
19900802,0.044639,0.070908,0.099956
19900803,0.046314,0.077716,0.10811 
19900806,0.051572,0.089875,0.13332 
19900807,0.055336,0.097008,0.143   
19900808,0.054099,0.10083 ,0.14329 
19900809,0.0489  ,0.083618,0.11328 
19900810,0.046582,0.087078,0.12096 
19900813,0.048578,0.08937 ,0.12312 
19900814,0.049853,0.08722 ,0.12883 
19900815,0.048447,0.090049,0.1247  
19900816,0.049819,0.094628,0.13471 
19900817,0.052224,0.092508,0.13652 
19900820,        ,        ,        
19900821,        ,        ,        
19900822,        ,        ,        
19900823,        ,        ,        
19900824,        ,        ,        
19900827,        ,        ,        
19900828,        ,        ,        
19900829,        ,        ,        
19900830,        ,        ,        
19900831,        ,        ,        
19900904,        ,        ,        
19900905,        ,        ,        
19900906,        ,        ,        
19900907,        ,        ,        
19900910,        ,        ,        
19900911,        ,        ,        
19900912,        ,        ,        
19900913,        ,        ,        
19900914,        ,        ,        
19900917,        ,        ,        
19900918,        ,        ,        
19900919,        ,        ,        
19900920,        ,        ,        
19900921,        ,        ,        
19900924,0.041774,0.073074,0.11729 
19900925,0.041435,0.071287,0.11251 
19900926,0.042568,0.071724,0.11145 
19900927,0.042842,0.071348,0.11615 
19900928,0.041731,0.074209,0.11902 
19901001,0.044251,0.072804,0.11279 
19901002,0.042949,0.070541,0.10706 
19901003,0.042545,0.070762,0.1072  
19901004,0.043172,0.071196,0.11238 
19901005,0.042826,0.071568,0.11113 
19901008,0.043865,0.0734  ,0.1123  
19901009,0.045393,0.075717,0.11583 
19901010,0.044554,0.081499,0.12445 
19901011,0.045229,0.082496,0.12461 
19901012,0.044349,0.079092,0.12675 
19901015,0.046678,0.081252,0.12859 
19901016,0.040467,0.082497,0.12751 
19901017,0.040664,0.079196,0.12489 
19901018,0.039784,0.078143,0.1223  
19901019,0.041539,0.079208,0.11933 
19901022,0.040239,0.078358,0.12077 
19901023,0.041278,0.076711,0.11459 
19901024,0.042605,0.073737,0.11446 
19901025,0.041869,0.073559,0.11677 
19901026,0.040653,0.073705,0.11615 
19901029,0.043553,0.075521,0.12343 
19901030,0.042032,0.075478,0.12028 
19901031,0.04073 ,0.07431 ,0.12002 
19901101,0.042813,0.072399,0.11209 
19901102,0.041432,0.070649,0.10772 
19901105,0.041628,0.070031,0.10649 
19901106,0.041825,0.070189,0.1089  
19901107,0.043167,0.073966,0.11748 
19901108,0.042485,0.076963,0.11999 
19901109,0.042455,0.067778,0.1094  
19901112,0.040876,0.070456,0.10647 
19901113,0.040286,0.070444,0.10434 
19901114,0.039501,0.071253,0.098976
19901115,0.037292,0.070388,0.099129
19901116,0.036083,0.067223,0.090666
19901119,        ,        ,        
19901120,        ,        ,        
19901121,        ,        ,        
19901123,        ,        ,        
19901126,0.039976,0.06419 ,0.09485 
19901127,0.038922,0.06701 ,0.10214 
19901128,0.038201,0.066166,0.10198 
19901129,0.037992,0.068809,0.099942
19901130,0.034878,0.065511,0.099345
19901203,0.036388,0.06568 ,0.10396 
19901204,0.039111,0.065835,0.10484 
19901205,0.037493,0.06655 ,0.10677 
19901206,0.038832,0.066356,0.10465 
19901207,0.036076,0.060497,0.089053
19901210,0.039262,0.063113,0.093618
19901211,0.038239,0.06159 ,0.0957  
19901212,0.037155,0.062841,0.097771
19901213,0.039503,0.067248,0.097598
19901214,0.040269,0.063829,0.0924  
19901217,        ,        ,        
19901218,        ,        ,        
19901219,        ,        ,        
19901220,        ,        ,        
19901221,        ,        ,        
19901224,0.043689,        ,0.11275 
19901226,0.044977,0.090147,0.11269 
19901227,0.045817,0.076189,0.11047 
19901228,0.051042,0.079307,0.12031 
19901231,0.047078,0.079255,0.1141  
19910102,0.045966,0.076291,0.10539 
19910103,0.043898,0.07224 ,0.099148
19910104,0.044027,0.073511,0.10207 
19910107,0.048554,0.083902,0.12169 
19910108,0.047931,0.087619,0.1315  
19910109,0.052329,0.093344,0.13563 
19910110,0.04846 ,0.089606,0.12774 
19910111,0.051896,0.093261,0.13342 
19910114,0.0571  ,0.096059,0.15191 
19910115,0.057164,0.10176 ,0.15991 
19910116,0.050254,0.095305,0.14635 
19910117,0.045639,0.077819,0.11034 
19910118,0.043746,0.075909,0.11492 
19910121,0.042471,0.073049,0.10593 
19910122,0.041068,0.070539,0.10914 
19910123,0.039713,0.071404,0.10652 
19910124,0.038421,0.067433,0.10398 
19910125,0.034515,0.064915,0.10126 
19910128,0.033008,0.061202,0.094323
19910129,0.032161,0.057621,0.092578
19910130,0.033172,0.058009,0.092881
19910131,0.032097,0.05729 ,0.089932
19910201,0.031277,0.054301,0.077698
19910204,0.031461,0.055143,0.0802  
19910205,0.030613,0.055473,0.078985
19910206,0.031038,0.053709,0.077377
19910207,0.028499,0.051262,0.073166
19910208,0.026608,0.049358,0.071348
19910211,0.028712,0.050238,0.069012
19910212,0.027476,0.047201,0.071761
19910213,0.024746,0.04534 ,0.074193
19910214,0.024324,0.046209,0.070875
19910215,        ,        ,        
19910219,0.030833,0.057987,0.082807
19910220,0.030836,0.053824,0.081223
19910221,0.03441 ,0.056483,0.081711
19910222,0.034406,0.056886,0.087743
19910225,0.035091,0.054667,0.083279
19910226,0.035879,0.055004,0.078208
19910227,0.035824,0.051889,0.074558
19910228,0.034927,0.050699,0.076433
19910301,0.034685,0.055909,0.086066
19910304,0.034728,0.057527,0.087498
19910305,0.034841,0.055423,0.0827  
19910306,0.036035,0.056106,0.086298
19910307,0.037402,0.057262,0.083131
19910308,0.031782,0.054216,0.084543
19910311,0.03165 ,0.050576,0.073262
19910312,0.031434,0.051132,0.077924
19910313,0.031512,0.049053,0.071467
19910314,0.029402,0.049192,0.069246
19910315,        ,        ,        
19910318,0.031738,0.053119,0.083591
19910319,0.033572,0.058043,0.086951
19910320,0.034921,0.057058,0.080269
19910321,0.033265,0.05223 ,0.07573 
19910322,0.03157 ,0.050824,0.076137
19910325,0.031475,0.051248,0.078998
19910326,0.03301 ,0.053046,0.076733
19910327,0.036098,0.052271,0.078972
19910328,0.035375,0.051977,0.079868
19910401,0.035664,0.054893,0.082588
19910402,0.038238,0.056373,0.083775
19910403,0.037066,0.058043,0.085347
19910404,0.038855,0.058001,0.083452
19910405,0.033323,0.053784,0.077435
19910408,0.033956,0.054763,0.079709
19910409,0.035543,0.056921,0.084336
19910410,0.038177,0.057391,0.084925
19910411,0.036924,0.05715 ,0.082422
19910412,0.034004,0.053362,0.075276
19910415,        ,0.054595,0.080548
19910416,        ,0.054116,0.081588
19910417,        ,0.055637,0.080654
19910418,        ,0.055717,0.080765
19910419,        ,0.055385,0.079678
19910422,        ,0.05814 ,0.084539
19910423,        ,0.058362,0.083016
19910424,        ,0.057771,0.080201
19910425,        ,0.055875,0.083072
19910426,        ,0.055641,0.08017 
19910429,        ,0.05472 ,0.079612
19910430,0.035897,0.05692 ,0.082408
19910501,0.036249,0.056841,0.084226
19910502,0.033613,0.057375,0.083157
19910503,0.03202 ,0.053229,0.075838
19910506,0.030857,0.053075,0.077523
19910507,0.031174,0.051578,0.07916 
19910508,0.030853,0.052637,0.078817
19910509,0.029645,0.052189,0.077109
19910510,0.030628,0.051703,0.079814
19910513,0.027938,0.050553,0.074361
19910514,0.03094 ,0.052827,0.078765
19910515,0.029951,0.04865 ,0.075178
19910516,0.030927,0.044295,0.051594
19910517,        ,        ,        
19910520,        ,0.056265,0.084088
19910521,0.033467,0.05539 ,0.08123 
19910522,0.033252,0.055402,0.084311
19910523,0.034034,0.054916,0.084757
19910524,0.03318 ,0.054398,0.082164
19910528,0.033113,0.056368,0.084192
19910529,0.034871,0.056741,0.084014
19910530,0.033192,0.055365,0.083562
19910531,0.032114,0.057007,0.08525 
19910603,0.034147,0.059983,0.086823
19910604,0.034897,0.059749,0.087895
19910605,0.03805 ,0.059728,0.090279
19910606,0.038118,0.060468,0.090597
19910607,0.035868,0.060468,0.087343
19910610,0.035523,0.060179,0.089198
19910611,0.035328,0.060204,0.088486
19910612,0.038339,0.065653,0.097505
19910613,0.037164,0.059779,0.091525
19910614,0.033672,0.050991,0.083934
19910617,        ,        ,        
19910618,        ,        ,        
19910619,        ,        ,        
19910620,        ,        ,        
19910621,        ,        ,        
19910624,0.028838,0.048513,0.079254
19910625,0.028682,0.048675,0.078983
19910626,0.029277,0.047643,0.076486
19910627,0.029186,0.046073,0.07437 
19910628,0.029069,0.048242,0.070017
19910701,0.030686,0.049674,0.074078
19910702,0.031261,0.050335,0.072154
19910703,0.032517,0.049961,0.072807
19910705,0.03218 ,0.050366,0.075384
19910708,0.030689,0.051235,0.078128
19910709,0.031772,0.048667,0.078465
19910710,0.031579,0.05089 ,0.078652
19910711,0.030077,0.050399,0.078668
19910712,0.028316,0.049373,0.074155
19910715,        ,0.051031,0.07819 
19910716,        ,0.051444,0.079069
19910717,        ,0.052318,0.078379
19910718,        ,0.051842,0.078351
19910719,0.027958,0.050048,0.076713
19910722,        ,0.049452,0.075174
19910723,        ,0.049708,0.077986
19910724,        ,0.04939 ,0.077749
19910725,        ,0.050464,0.079937
19910726,        ,0.050333,0.078288
19910729,0.031792,0.052085,0.081359
19910730,0.033718,0.051416,0.07862 
19910731,0.033336,0.051918,0.075811
19910801,0.034955,0.053702,0.082183
19910802,0.032152,0.053417,0.076726
19910805,0.030913,0.052883,0.075487
19910806,0.034196,0.053055,0.082814
19910807,0.033291,0.055768,0.082518
19910808,0.034395,0.053827,0.076387
19910809,0.031348,0.048035,0.069306
19910812,0.032117,0.049965,0.07251 
19910813,0.032379,0.051081,0.074869
19910814,0.034298,0.05545 ,0.076863
19910815,0.033891,0.055319,0.077562
19910816,0.033732,0.054139,0.078093
19910819,        ,        ,        
19910820,        ,        ,        
19910821,        ,        ,        
19910822,        ,        ,        
19910823,        ,        ,        
19910826,        ,0.033456,0.078595
19910827,        ,0.028272,0.070734
19910828,        ,0.042975,0.055075
19910829,        ,0.035499,0.050743
19910830,        ,0.045056,0.055869
19910903,        ,0.042966,0.058013
19910904,        ,0.047389,0.062469
19910905,0.058327,0.056537,0.067059
19910906,0.020561,0.031733,0.096338
19910909,0.048541,0.062563,0.093579
19910910,0.01523 ,0.066907,0.10128 
19910911,0.017767,0.074617,0.10708 
19910912,0.052987,0.041552,0.07801 
19910913,0.064844,0.03869 ,0.073962
19910916,        ,        ,        
19910917,        ,        ,        
19910918,        ,        ,        
19910919,        ,        ,        
19910920,        ,        ,        
19910923,0.028484,0.04779 ,0.072226
19910924,0.029294,0.048684,0.074126
19910925,0.029108,0.047832,0.073985
19910926,0.027734,0.047111,0.072859
19910927,0.028592,0.049568,0.075198
19910930,0.031363,0.051261,0.075021
19911001,0.030042,0.053364,0.074977
19911002,0.031563,0.054782,0.07555 
19911003,0.032305,0.052482,0.076639
19911004,0.029254,0.048434,0.069708
19911007,0.030098,0.048893,0.07174 
19911008,0.030752,0.050449,0.074029
19911009,0.031065,0.052072,0.076592
19911010,0.030447,0.053693,0.07788 
19911011,0.027953,0.053237,0.073557
19911014,0.030102,0.054069,0.07587 
19911015,0.030074,0.054402,0.075805
19911016,0.031117,0.053986,0.078074
19911017,0.030877,0.054114,0.078484
19911018,0.030474,0.05259 ,0.074108
19911021,0.032257,0.056172,0.079203
19911022,0.03216 ,0.057089,0.080221
19911023,0.032602,0.054864,0.080651
19911024,0.032733,0.054191,0.078561
19911025,0.031838,0.054564,0.0767  
19911028,0.031525,0.056802,0.082176
19911029,0.032255,0.057038,0.080508
19911030,0.034629,0.058504,0.079815
19911031,0.03231 ,0.058332,0.082703
19911101,0.03096 ,0.054415,0.074971
19911104,0.031141,0.057978,0.079743
19911105,0.031552,0.059062,0.083121
19911106,0.030233,0.055917,0.080076
19911107,0.025337,0.045462,0.069939
19911108,0.025447,0.042083,0.064926
19911111,0.027799,0.044884,0.071983
19911112,0.027634,0.048588,0.077377
19911113,0.026617,0.048972,0.066579
19911114,0.024113,0.042811,0.060175
19911115,        ,        ,        
19911118,0.042214,0.058601,0.085448
19911119,0.033188,0.057661,0.085412
19911120,0.029378,0.057326,0.08169 
19911121,0.029924,0.055974,0.080548
19911122,0.027282,0.056234,0.084505
19911125,0.030471,0.054585,0.082481
19911126,0.029639,0.053874,0.081533
19911127,0.028463,0.054159,0.077967
19911129,0.028183,0.052646,0.078451
19911202,0.02969 ,0.053476,0.078446
19911203,0.028991,0.054916,0.07688 
19911204,0.031918,0.056515,0.079237
19911205,0.032892,0.057091,0.081139
19911206,0.029578,0.055482,0.074342
19911209,0.028481,0.058652,0.075691
19911210,0.02913 ,0.056243,0.075564
19911211,0.029273,0.05409 ,0.077382
19911212,0.029114,0.053093,0.075503
19911213,0.027972,0.052031,0.071055
19911216,0.028167,0.052075,0.070729
19911217,0.027614,0.047962,0.072643
19911218,0.027578,0.050581,0.072505
19911219,0.030048,0.047034,0.069244
19911220,        ,        ,        
19911223,0.033516,0.059521,0.087381
19911224,0.033492,0.058583,0.087852
19911226,0.034868,0.059431,0.085658
19911227,0.034426,0.059216,0.086343
19911230,0.035906,0.059643,0.08747 
19911231,0.037577,0.062261,0.087827
19920102,0.038297,0.064908,0.090296
19920103,0.039976,0.067426,0.089958
19920106,0.041447,0.067973,0.090697
19920107,0.041066,0.066535,0.094374
19920108,0.037922,0.067029,0.096772
19920109,0.040234,0.068552,0.095262
19920110,0.037484,0.066124,0.091037
19920113,0.038578,0.066725,0.090096
19920114,0.04264 ,0.070206,0.090631
19920115,0.046358,0.06951 ,0.092653
19920116,0.044989,0.074328,0.093174
19920117,0.042197,0.073001,0.095865
19920120,0.042716,0.073132,0.09807 
19920121,0.04196 ,0.071234,0.094673
19920122,0.042925,0.068719,0.0924  
19920123,0.043302,0.070408,0.092425
19920124,0.043091,0.070107,0.092637
19920127,0.044514,0.072502,0.094969
19920128,0.04415 ,0.074853,0.096532
19920129,0.04743 ,0.07749 ,0.098866
19920130,0.046556,0.077125,0.10268 
19920131,0.046092,0.076371,0.10093 
19920203,0.048811,0.079714,0.10565 
19920204,0.047908,0.079192,0.10772 
19920205,0.047116,0.075308,0.1044  
19920206,0.047481,0.074514,0.10121 
19920207,0.046855,0.073582,0.096993
19920210,0.047522,0.078615,0.10139 
19920211,0.049933,0.081633,0.098673
19920212,0.048755,0.075526,0.10384 
19920213,0.048429,0.079471,0.10061 
19920214,0.049066,0.072675,0.089788
19920218,        ,        ,        
19920219,        ,        ,        
19920220,        ,        ,        
19920221,        ,        ,        
19920224,0.041251,0.068129,0.085475
19920225,0.042247,0.067783,0.087333
19920226,0.039655,0.066784,0.08311 
19920227,0.041654,0.065608,0.083987
19920228,0.040222,0.061842,0.081025
19920302,0.041438,0.065158,0.084089
19920303,0.043804,0.066214,0.085903
19920304,0.044164,0.065744,0.087537
19920305,0.043434,0.068123,0.090659
19920306,0.042293,0.062701,0.07934 
19920309,0.040109,0.062681,0.078182
19920310,0.04127 ,0.062843,0.079095
19920311,0.042267,0.06209 ,0.081315
19920312,0.041909,0.065533,0.082507
19920313,0.045008,0.063051,0.080127
19920316,0.044011,0.068882,0.085262
19920317,0.040645,0.058508,0.073204
19920318,0.038986,0.054818,0.072105
19920319,0.038178,0.05518 ,0.06798 
19920320,        ,        ,        
19920323,0.046116,0.068107,0.085824
19920324,0.046374,0.068917,0.085721
19920325,0.049121,0.068082,0.083794
19920326,0.048804,0.069966,0.086587
19920327,0.04671 ,0.067419,0.082912
19920330,0.046453,0.068578,0.086785
19920331,0.047922,0.068792,0.087264
19920401,0.046488,0.067729,0.087142
19920402,0.046305,0.068007,0.085075
19920403,0.044774,0.062991,0.079444
19920406,0.043963,0.064321,0.07898 
19920407,0.04182 ,0.063116,0.082181
19920408,0.044718,0.066304,0.084341
19920409,0.04403 ,0.065004,0.083887
19920410,0.044032,0.06248 ,0.081591
19920413,0.044605,0.065099,0.082498
19920415,0.046021,0.060192,0.078044
19920416,0.042542,0.059886,0.076141
19920420,0.047798,0.06685 ,0.084382
19920421,0.045959,0.06677 ,0.081498
19920422,0.046311,0.065424,0.082359
19920423,0.044976,0.064089,0.079885
19920424,0.044095,0.063424,0.079471
19920427,0.044772,0.065874,0.084575
19920428,0.04274 ,0.063316,0.081496
19920429,0.042402,0.063274,0.081428
19920430,0.041149,0.061421,0.078925
19920501,0.042098,0.059403,0.078197
19920504,0.044143,0.06185 ,0.083421
19920505,0.042697,0.062551,0.08415 
19920506,0.042268,0.061207,0.080207
19920507,0.044513,0.061983,0.080266
19920508,0.036026,0.051569,0.065492
19920511,0.036411,0.05277 ,0.067354
19920512,0.034824,0.049407,0.063466
19920513,0.032363,0.048221,0.063938
19920514,0.032226,0.045664,0.058128
19920515,        ,        ,        
19920518,0.042118,0.060799,0.078274
19920519,0.041143,0.060127,0.078734
19920520,0.042086,0.060189,0.077155
19920521,0.043461,0.059104,0.07442 
